school,title,start,end,url,location,city,isOnline,description,imageUrl
Dauphine Alumni,Apprendre à conduire efficacement un entretien réseau,2025-12-03 12:15:00+00:00,2025-12-03T13:45:00+00:00,https://www.dauphine-alumni.org/event/apprendre-a-conduire-efficacement-un-entretien-reseau/2025/11/09/3087,En ligne,,True,"Le Pôle Mobilité Carrière vous propose de participer à un atelier sur le thème : Apprendre à conduire efficacement un entretien réseauMercredi 3 décembre à 12h15En ligneUn entretien réseau efficace est une compétence stratégique qui transforme votre développement professionnel. Au-delà d'une simple conversation, c'est un outil d'intelligence relationnelle permettant de collecter des informations privilégiées, d'affiner votre projet et de créer des liens durables avec des acteurs clés.Cette maîtrise vous procure un avantage concurrentiel décisif : plutôt que de subir les aléas du marché, vous créez proactivement vos opportunités en transformant chaque rencontre en tremplin.Dans un monde où les parcours deviennent non-linéaires, l'entretien réseau devient votre boussole, vous donnant accès aux informations et contacts essentiels pour prendre les bonnes décisions.Passer de la recherche d'emploi traditionnelle à la création d'opportunités : c'est savoir ouvrir les bonnes portes au bon moment !Le lien de connexion Teams disponible sur cette page à J-1 vous sera envoyé par mail le jour de l'évènement.En cas d'annulation de votre participation, nous vous remercions de nous prévenir à l'avance.Notre intervenant : Cet atelier est animé par Stéphane d’Huart, coach professionnel certifié et diplômé de Dauphine, qui accompagne au sein du cabinet Via Lecta des managers et dirigeants dans leur repositionnement professionnel, qu'ils soient en poste ou en transition. Il combine coaching et conseil stratégique pour permettre à ses clients de construire un projet professionnel réaliste et porteur de sens en révélant leurs talents, clarifiant leur raison d'être, développant une communication percutante et étendant leur réseau professionnel.",https://www.dauphine-alumni.org/medias/image/1771586477687e08d10a5ee.jpg
HEC Alumni,"Webinar ""Musclez votre répartie"" - 3 décembre",2025-12-03 12:30:00+00:00,2025-12-03T14:00:00+00:00,https://www.hecalumni.fr/event/webinar-musclez-votre-repartie-3-decembre/2025/11/09/12633,En ligne,,True,"Au bureau, nous sommes tous confrontés un jour ou l’autre à des situations qui nous laissent sans voix.Un collègue qui monopolise la parole pour raconter sa vie, un patron qui nous demande l’impossible à la dernière minute, un client qui pousse le bouchon un peu trop loin…Sur le moment, on ne trouve rien à dire. Puis, deux heures ou deux jours plus tard, la réplique parfaite nous vient… mais c’est trop tard.Dans ce webinaire interactif de 1h30, vous allez découvrir comment cultiver une répartie vive, percutante et respectueuse, même dans les situations les plus délicates. Grâce à des exercices pratiques, vous apprendrez des techniques concrètes pour muscler votre répartie et enfin réagir, sans vous laisser déstabiliser.Vous repartirez avec:🎯 Les 8 stratégies de répartie pour réagir avec fermeté et sans agressivité💬 Un petit arsenal de phrases prêtes à l’emploi pour les situations du quotidien💪 Et surtout : plus de confiance pour oser répondre, avec justesse et humour !C'est fait pour : 👉 Pour celles et ceux qui veulent se faire respecter sans hausser le ton👉 Pour les personnes qui ont tendance à rester muettes face à l’autorité, aux remarques déplacées ou aux demandes déraisonnables👉 Pour les pros qui veulent gagner en assurance à l’oral, dans leurs relations de travail ou avec leurs clientsL'intervenante :Michèle Ruffault (H.07) est experte en répartie. Elle a construit son accompagnement sur près de 20 ans d'expérience professionnelle et sur l'approche systémique et stratégique de Palo Alto. Avec ""Muscle ta répartie"", elle aide les professionnels à oser prendre leur place, à s’exprimer avec clarté et à naviguer les conversations difficiles avec plus de confiance et d’aisance.",https://www.hecalumni.fr/medias/image/862534976683564de584af.png
Dauphine Alumni,Trouver un stage,2025-12-03 18:00:00+00:00,2025-12-03T19:30:00+00:00,https://www.dauphine-alumni.org/event/trouver-un-stage/2025/11/09/3088,En ligne,,True,"Le Pôle Mobilité Carrière de Dauphine Alumni vous propose une atelier animé par Gwenola Malhomme sur : Trouver un stage :Élaborer une stratégie de recherche de stage Mercredi 3 décembre à 18h00L’Enquête d’insertion des jeunes diplômés de dauphine 2022 révèle que 41% des jeunes diplômés ont trouvé un emploi grâce aux stages ou à l’alternance effectués les années précédentes. Trouver un stage qui sera un atout majeur pour votre future entrée dans la vie active est donc essentiel.Au cours de cet atelier nous verrons comment élaborer une stratégie efficace de recherche de stage, nous commencerons par vous aider à définir votre cible, nous établirons un plan d’actions détaillé, nous nous assurons que vos outils et vos techniques sont pertinents et nous identifierons les facteurs de réussite et les obstacles à lever pour décrocher un bon stage !Par respect pour nos intervenants, nous vous remercions d’avoir la gentillesse de nous prévenir à l’avance lorsque vous avez un empêchement.Le lien Zoom de participation vous sera envoyé le jour de l’évènement.",https://www.dauphine-alumni.org/medias/image/55580837634d3cf1ae060.jpg
ESSEC Alumni,Réunion bimensuelle - ESSEC Business Angels,2025-12-03 18:00:00+00:00,2025-12-03T20:00:00+00:00,https://www.essecalumni.com/event/reunion-bimensuelle-essec-business-angels/2025/11/09/7563,En ligne,,True,"ESSEC Business Angels en partenariat avec Paris Business Angels a le plaisir de vous convier à leur :Réunion bimensuelleMercredi 03 décembrede 18h00 à 20h00En ligne Vous pourrez y entendre les Elevator Pitch des entreprises les plus innovantes du moment et découvrir nos activités d’investisseurs dans le vif du sujet !Pour plus d'informations et si vous souhaitez participer à cette réunion, contactez Didier Boullery (didier.boullery@essec.edu) ou Jacques-Etienne Grandjean (je.grandjean@essec.edu).Les soirées ESSEC Alumni Business Angels - Paris Business Angels sont exclusivement destinées et réservées aux investisseurs potentiels ou actifs.",https://www.essecalumni.com/medias/image/21126812746811cd794ed7d.jpg
HEC Alumni,CARRIERES DANS LA SANTE | ETUDIANTS et JEUNES DIPLOMES GE et MS,2025-12-03 18:00:00+00:00,2025-12-03T19:30:00+00:00,https://www.hecalumni.fr/event/carrieres-dans-la-sante-etudiants-et-jeunes-diplomes-ge-et-ms/2025/11/09/13109,En ligne,,True,"La onzième édition de l’atelier interactif CARRIERES DANS LA SANTE, organisée en partenariat avec HEC Paris Talents, est destinée aux ETUDIANTS et JEUNES DIPLOMES des programmes pré-expérience Grande Ecole (Master in Management) et Mastères Spécialisés. Venez à la rencontre de nos intervenants mercredi 3 décembre 2025 de 18h00 à 19h30 sur Zoom ; ils partageront avec vous leurs parcours riches et variés et répondront aux questions que vous vous posez sur le secteur de la santé :- Ala Fakhfakh (M.09), Global Marketing and Commercial Excellence Head, Menarini Group ; Relais Carrières HEC Santé pour la Pharma et les Etudiants & les Jeunes Diplômés- Olivier Gleizes (MBA.98), Directeur de la Stratégie Globale de Tarification, Medtronic France ; Relais Carrières HEC Santé pour les Medtech et le Conseil en Santé  - Patricia de La Malène (M.97), Transformation Lead - GTMC, Sanofi ; Membre du Bureau d'HEC Santé- Hahyeon Park (H.21), CPO et Cofondatrice, Omena- Aurélien Rivet (H.20), Expert Transformation Digitale et IA, Upscalia ; Relais Carrières HEC Santé pour les Etudiants & les Jeunes Diplômés- Philippe Tramoy (M.01), Partner Life Sciences, Seventure Partners ; Relais Carrières HEC Santé pour les Biotech et l'Entrepreneuriat en Santé.Vous êtes invités à vous inscrire en ligne selon les modalités indiquées ci-dessous.Le lien permettant de rejoindre la salle Zoom sera envoyé par e-mail aux personnes inscrites.Retrouvez les manifestations santé que nous vous recommandons dans l'Agenda du Hub Santé ici et dans l'Agenda du Club Santé ici",https://www.hecalumni.fr/medias/image/1206441192690f60e14fe59.png
AX Polytechnique Alumni,MeV et exemples concrets,2025-12-03 18:30:00+00:00,2025-12-03T20:00:00+00:00,https://ax.polytechnique.org/event/mev-et-exemples-concrets/2025/11/09/2766,"Palais Brongniart (Finance Innovation, 4ème étage), 16, Place de la Bourse, 75002, PARIS, FR",PARIS,False,"Le prochain événement du groupe X-Blockchain & Cryptoaura lieu le mercredi 3 Décembre 2025 au Palais Brongniart, chez Finance Innovation (4ème étage)à Paris de 18h30 à 20h.Sur le thème des techniques MeV propres à la blockchain, nous aurons la présentation ""MeV et exemples concrets"" par Maxime He",https://ax.polytechnique.org/medias/image/3036266156617fb68840b7.jpeg
EDHEC Alumni,"Club Sport Business | Rencontre avec Yann Roubert, Président de la Ligue Nationale de Rugby | L'attractivité du rugby français - Quel modèle pour rester la meilleure ligue du monde ?",2025-12-03 18:45:00+00:00,2025-12-03T21:30:00+00:00,https://alumni.edhec.edu/event/club-sport-business-rencontre-avec-yann-roubert-president-de-la-ligue-nationale-de-rugby-l-attractivite-du-rugby-francais-quel-modele-pour-rester-la-meilleure-ligue-du-monde/2025/11/09/22548,"Campus EDHEC Paris, 16-18 rue du Quatre Septembre, 75002, Paris, FR",Paris,False,"Rejoignez-nous pour fêter le 1er anniversaire du Club Sport Business EDHEC en présence de Yann Roubert (EDHEC 2000), Président de la Ligue Nationale de Rugby (LNR) et ancien Président-Directeur Général du LOU Rugby.Dirigeant inspirant et figure majeure du sport professionnel français, Yann Roubert partagera sa vision du modèle économique du rugby français et les leviers d’attractivité nécessaires pour en faire la meilleure ligue du monde.Au programme :🔹 18h45 - 19h00 : Accueil des participants🔹 19h00 - 20h00 : Rencontre avec Yann Roubert, Président de la LNR : ""L'attractivité du rugby français - Quel modèle pour rester la meilleure ligue du monde ?""Bilan de 30 ans de professionnalisation du rugby : Quels sont les modèles d'affaires qui fonctionnent ?Le Top 14 face à des menaces exogènes : L'apparition de ligues concurrentes et ce qu'elles traduisent.Assurer la compétitivité demain : Quelle stratégie pour quels objectifs ?🔹 20h00 - 21h30 : Networking et échanges autour d'un cocktailCe sera également l'occasion de célébrer la première année d'existence du Club Sport Business, rencontrer l'un de ses nouveaux ambassadeurs, et nous soumettre vos suggestions pour les événement à venir.📍 Lieu : Campus EDHEC Paris📅 Date : Mercredi 3 décembre 2025⏰ Heure : 18h45 - 21h30Que vous soyez un professionnel du monde du sport désireux d'approfondir vos connaissances, un étudiant souhaitant mieux comprendre cet univers ou simplement un curieux, cet événement est fait pour vous ! Inscrivez-vous dès maintenant pour ne pas manquer cette soirée exceptionnelle !INFORMATIONS PRATIQUES✅ L'inscription est obligatoire pour accéder au campus.🚪 Les portes du Centorial fermeront à 20h, aucun accès ne sera possible après cette heure.📌 Pensez à mettre à jour votre profil EDHEC Alumni : les badges sont générés à partir de ces informations pour vous offrir une expérience de networking optimale.",https://alumni.edhec.edu/medias/image/6897749346909fd426d5c2.jpg
ESSEC Alumni,Webinaire : Démissionner ou négocier son départ ?  Les clés pour négocier votre départ sans démissionner et sans conflit,2025-12-03 19:00:00+00:00,2025-12-03T20:30:00+00:00,https://www.essecalumni.com/event/webinaire-demissionner-ou-negocier-son-depart-les-cles-pour-negocier-votre-depart-sans-demissionner-et-sans-conflit/2025/11/09/7749,En ligne,,True,"Les clés pour négocier votre départ sans démissionner et sans conflit  Vous voulez prendre votre destin en main, et prendre l’initiative de quitter votre entreprise sans conflit et au mieux de vos intérêts pour pouvoir rebondir sereinement? Oui c’est possible et ce, quelle que soit votre situation.Le webinaire abordera un processus de négociation mis au point pour permettre à un dirigeant, cadre dirigeant ou cadre supérieur, de quitter de sa propre initiative son entreprise, au mieux de ses intérêts et sans conflit.Ce webinaire vous permettra d’entrer au cœur d’une négociation réussie, d’éclaircir les différentes voies pour y parvenir, mais abordera aussi les bonnes questions à se poser :Savez-vous comment mener une stratégie d’influence pour amener l’entreprise à envisager votre départ ?Savez-vous mener une négociation de départ sans prendre le risque d’aller au conflit ou au contentieux ? sans prendre de risque pour votre image ou votre réputation ?Connaissez-vous toutes les stratégies pour sortir de l’enlisement, de la pression, ou encore du déni… ?Etes-vous sûr de connaître tous les leviers que vous avez pour amener l’entreprise à une négociation de départ au mieux de vos intérêts ?Vous réaliserez ainsi que d’arriver à négocier son départ à l’amiable ne s’improvise pas. Attention : Le nombre de place étant limité, et la confidentialité nécessaire, les inscriptions sont exclusivement réservées aux cadres supérieurs et dirigeants en entreprise. Les demandes d’inscription pour les personnes exerçant en DRH, cabinet de coaching ou de conseil, ne seront donc pas prises en compte, mais vous pouvez prendre directement contact avec Jean-Sébastien Garnier pour toute demande d’échange à ce sujet. Confidentialité :Exceptionnellement, ne seront pas indiqués  le nombre et les noms des participants afin de garantir toute confidentialité. Si vous ne voulez pas vous inscrire par le lien ESSEC Alumni, cela est tout à fait possible en envoyant directement votre demande de participation par mail à notre conférencier Jean-Sébastien Garnier E90 : js.garnier@negoandco.com en mentionnant dans l’objet du mail « Webinaire ESSEC Alumni », ainsi que votre poste et domaine d’activité. Il pourra alors vous ajouter au webinaire en toute confidentialité, ainsi qu'une de vos connaissances qui pourrait être intéressée, et qui correspond aux critères d’inscription.     Animé par Jean-Sébastien Garnier (E90), Expert Conseil en négociation de départ pour accompagner dirigeants et cadres dirigeants dans leur rupture de leur contrat de travail à l’amiable, quel que soit le motif de leur départ. Spécialisé dans les stratégies de négociation d’influence, où vous prenez l’initiative de votre départ, et amenez l’entreprise à une rupture de contrat négociée à l’amiable. Membre associé du réseau NegoAndCo, 20 ans d'expertise en stratégie, conseil et accompagnement en négociation. #carriereprojettransition #carriererechercheemploi",https://www.essecalumni.com/medias/image/35100342068cbd29e02191.png
ESSEC Alumni,Apéro du Club ESSEC Transition Alumni,2025-12-03 19:00:00+00:00,2025-12-03T20:00:00+00:00,https://www.essecalumni.com/event/apero-du-club-essec-transition-alumni/2025/11/09/7840,"Le d'Argout, 69, Rue d'Argout, 75002, PARIS, FR",PARIS,False,"Le Club ESSEC Transition Alumni vous invite à son prochain apéro :Apéro du Club ESSEC Transition AlumniLe 3 décembre à partir de 19h, au D'Argout, Paris 2e (Sentier)Ce rendez-vous sera l’occasion de se retrouver, d’échanger et de mieux se connaître, mais aussi de vous présenter les projets du Club pour l’année 2026, afin de construire ensemble la suite de l’aventure.Venez avec vos idées, vos envies, vos projets — ou simplement comme vous êtes ! L’objectif est avant tout de partager, d’échanger et de passer un moment convivial.Que vous soyez déjà engagé dans le Club, que vous veniez tout juste de le rejoindre, ou que vous souhaitiez simplement découvrir ce qui s’y prépare, vous êtes les bienvenus !Lieu :  Le D'argout - 69 rue d'Argout 75002 Paris, métro Grands Boulevards ou Sentier.  Pas de PAF, mais consommations souhaitées par le bar.INSCRIPTIONSLes inscriptions sont ouvertes dans le module d'inscription ci-dessous.Consommations à régler sur place.DROIT A L'IMAGEESSEC Alumni peut être amené à diffuser les photos et vidéos prises lors de cet événement dans ses différents supports de communication (brochures, newsletters, articles, magazine Reflets, médias sociaux, sites web, etc.). Si vous ne souhaitez pas être filmé ou photographié, merci de nous le signaler par e-mail (celine.leveque@essec.edu) avant la tenue de l'événement.À très vite,Le Club ESSEC Transition Alumni",https://www.essecalumni.com/medias/image/78052855468f9dd8f7d224.png
HEC Alumni,PRIX DU JURISTE HEC 2025,2025-12-03 19:00:00+00:00,2025-12-03T22:30:00+00:00,https://www.hecalumni.fr/event/prix-du-juriste-hec-2025/2025/11/09/13126,"HEC Alumni, 9, Avenue Franklin Delano Roosevelt, 75008, PARIS, FR",PARIS,False,"Cher(e)s Camarades,Le Club HEC Alumni Droit et Entreprise a le plaisir de vous inviter à la cérémonie de remise de l'édition 2025 du""PRIX DU JURISTE HEC""sous le parrainage deMonsieur Thomas de Villeneuve (H.94)  CEO de Seven2 (ex-Apax Partners) & membre du Conseil de surveillance de Wendelqui se déroulera le :Mercredi 3 décembre 2025 à 19h  HEC ALUMNI9, Avenue Franklin Delano Roosevelt 75008 PARIS La cérémonie de remise du Prix débutera à 19h00Après le succès des treize dernières éditions du Prix du Juriste HEC, auxquelles vous avez été très nombreux à participer, le Club Droit et Entreprise et le Bureau des Juristes HEC, association d'élèves d'HEC, reconduisent ce rendez-vous, moment fort de la communauté juridique d'HEC, dans l'idée de :      rassembler la communauté des juristes d'HEC, étudiants et professionnels, jeunes et expérimentés, au sein d'un grand rendez-vous annuel,      mettre en lumière une personnalité, diplômée depuis moins de 15 ans ayant une trajectoire professionnelle remarquable, porteuse d'inspiration pour les étudiants, quel que soit son domaine d’activité,      renforcer les liens entre HEC et le monde juridique en croisant les approches académique et professionnelle du droit. Le Jury est composé de :Six membres du Club Droit & Entreprise :Hélène Bourbouloux (H.95), administratrice judiciaire, étude FHBXJoanna Gumpelson (H.00), avocate associée & membre du Directoire, De Pardieu Brocas MaffeiKarin-Amélie Jouvensal (M.03), avocate associée, Jouvensal Antoine Lemétais (H.76), fondateur de Lmt AvocatsMaurice Nussenbaum (H.66), associé fondateur, Sorgem EvaluationCédric Sinarinzi (H.12), Director en Private Debt, Natixis Investment Managers, Président du Club Droit & Entreprise d'HEC Alumni & Président du Jury            Deux professeurs d’HEC :Arnaud Van Waeyenberge, Professeur de droit et directeur académique, Majeure Stratégie fiscale et juridique internationaleMirko Hayat, directeur académique du Mastère Spécialisé Droit et Management International            Deux représentants du BDJ :Jean-Baptiste Bréauté (H.27), Président du BDJ, 2024-2025Léa Goigoux (H.27), Secrétaire générale du BDJ, 2024-2025  Le Jury a sélectionné les six nominés suivants (listés par ordre alphabétique) :Robin Barrière (H.13), Responsable juridique France, UberHélène Charpentier (H.10), Administrateur judiciaire associée, SOLVE Administrateurs JudiciairesSolène Delafond (H.10), Avocat à la Cour, associée en contentieux, Hoche AvocatsKarine Batista Dias (M.12), Directrice Juridique, Business Legal Affairs, DoctolibSara Gil Garcia (M.11), Avocat à la Cour, Counsel en droit de la concurrence, Freshfields LLPLouis Gosset (H.13), Avocat à la Cour, associé en M&A/private equity, Kirkland & Ellis LLP  Pour tout renseignement, veuillez contacter Pia Roch (pia.roch@hec.edu), Présidente du BDJ, 2025-2026 Cédric Sinarinzi (H.12), Président du Club Droit & Entreprise d’HEC Alumni & Président du Jury",https://www.hecalumni.fr/medias/image/922456432690b623f517af.jpeg
emlyon alumni,Soirée Emlyon Alumni au cœur des montagnes savoyardes,2025-12-03 19:00:00+00:00,2025-12-03T21:00:00+00:00,https://www.emlyon-alumni.com/event/soiree-emlyon-alumni-au-coeur-des-montagnes-savoyardes/2025/11/09/665,"La Table de la Coop, 39 Pl. du Lieutenant Castex, 73700, Bourg-Saint-Maurice, FR",Bourg-Saint-Maurice,False,"Chers alumni, Je suis Guillaume Léchappé, diplômé emlyon 2012, lyonnais pendant plus 15 ans et désormais savoyard : j’ai le plaisir de vous convier à un moment convivial à l’occasion de l’événement emlyon alumni Connect the World. Nous pourrons notamment échanger sur les enjeux de diversification économique en territoires de montagne et à l’approche des JO 2030 !📍 Rendez-vous le mercredi 3 décembre à 19h au nouveau restaurant de Cédric Sachet, La Table de la Coop : 39 Pl. du Lieutenant Castex, 73700 Bourg-Saint-Maurice🥂 Nous pourrons visiter le musée du Beaufort, jouxtant le bar/restaurant dans une atmosphère conviviale et décontractée.(Chacun règlera ses consommations sur place).👉 Pour toute question : g.lechappe@hautetarentaise.frCet événement est ouvert à tous : alumni, conjoints et accompagnants.Inscrivez-vous sur la plateforme !J’ai hâte de partager ce moment avec vous et de vous retrouver nombreux !A très vite !Guillaume Léchappé",https://www.emlyon-alumni.com/medias/image/200892462568f0decb2a43b.jpeg
emlyon alumni,Connect the World Bordeaux | Découverte des comptoirs culinaires de l’Atelier des Citernes,2025-12-03 19:00:00+00:00,2025-12-03T22:30:00+00:00,https://www.emlyon-alumni.com/event/connect-the-world-bordeaux-decouverte-des-comptoirs-culinaires-de-l-atelier-des-citernes/2025/11/09/685,"Atelier des citernes, 45, Rue de la Compagnie du Midi, 33800, BORDEAUX, FR",BORDEAUX,False,"🌐 CONNECT THE WORLD : L'esprit de réseau ne s'arrête jamais ! Dans le prolongement de l'évènement ""Back to School"" qui se déroulera à Lyon le 29 novembre, et inspiré par l'énergie de la Fête des Lumières, nous lançons notre soirée locale emlyon alumni « Connect the World » le 3 décembre 2025 !REJOIGNEZ-NOUS !   à L’Atelier des Citernes à partir de 19hUn 1er temps de partage et d'infos sur l'école suivi d'un Afterwork Happy Hour convivial. Réseau, convivialité et bonne ambiance garantis ! C’est également l’occasion idéale de (re)découvrir ce lieu de vie convivial et ses comptoirs culinaires.Tarif : 15 € (Apéro)À très vite pour cette soirée lumineuse !Vos ambassadricesLudivine, Eva et Emilie",https://www.emlyon-alumni.com/medias/image/1157606924690924aa033a4.png
emlyon alumni,emlyon alumni Connect the World à Madrid,2025-12-03 19:30:00+00:00,2025-12-03T22:00:00+00:00,https://www.emlyon-alumni.com/event/emlyon-alumni-connect-the-world-a-madrid/2025/11/09/678,"Restaurant Vinos de Bellota, près du Retiro, Calle de Antonio Acuña, 27, 28009, Madrid, ES",Madrid,False,"Chers Alumni emlyon madrileñ@s, À l’occasion de l’événement emlyon ""Connect the World"", qui se tiendra du 1er au 8 décembre 2025 en résonance avec la célèbre Fête des Lumières de Lyon, nous avons le plaisir de vous proposer un moment convivial à Madrid début décembre ! 📅 Date : Mercredi 3 décembre 2025📍 Lieu : Restaurant Vinos de Bellota, près du Retiro🕢 Heure: 19h30💶 Participation : 30€ par personne (dîner + une boisson incluse) à régler au moment de l'inscription par bizum à Marie Audan (+34 656 251 132). Venez partager un moment chaleureux, retrouver la communauté emlyon avant Noël et célébrer ensemble l’esprit des Lumières, version madrilène ! Nous avons hâte de vous voir nombreux à cet événement ! Vos ambassadrices,Alix, Marie, Eve & Claire",https://www.emlyon-alumni.com/medias/image/165351001168fc8f1d40b31.jpg
HEC Alumni,HEC UK Wine Club: Wine Tasting with Quinta de Noval,2025-12-03 20:30:00+00:00,2025-12-03T22:30:00+00:00,https://www.hecalumni.fr/event/hec-uk-wine-club-wine-tasting-with-quinta-de-noval/2025/11/09/12950,"HEC UK House, 43 Parker Street, WC2B 5PS, LONDON, GB",LONDON,False,"We are delighted to invite you to our next HEC UK Wine Club event :  Wine Tasting - Quinta de Novalwith Christian Seely, CEO at AXA MillésimesWednesday 3rd December at 7:30pmJoin us for an exclusive tasting experience featuring the iconic wines of Quinta do Noval, one of Portugal’s most historic and celebrated estates. Founded in 1715 and located in the heart of the Douro Valley, Quinta do Noval is renowned for its remarkable terroir, steep vineyard terraces, and its mastery of both fine Ports and exceptional Douro wines.Discover the depth, elegance, and individuality that define Noval’s wines — from the estate’s expressive dry reds to its legendary Vintage Ports. This tasting offers a rare opportunity to explore the craftsmanship and heritage behind one of the Douro’s most distinguished names. We will discover the following vinyards: Noval Reserva Branco 2023Noval Reserva Tinto 2020Late Bottled Vintage unfiltered 2019 Noval 10 Year Old TawnyColheita 2012, single-harvest TawnyVintage Port 2022 Nacional Vintage Port 2022EVENT SUMMARY Date: Wednesday 3rd December 2025 Time: 7:30pmFormat: Wine Tasting and nibblesTickets: Fee-paying Alumni £45 / Non-fee paying Alumni £50 / External £55If you need help to register for the event or any information, please contact Marie Normant, our Alumni Relations Manager.",https://www.hecalumni.fr/medias/image/189145131568f8c08654dca.png
CentraleSupélec Alumni,CentraleSupélec Alumni Grande-Bretagne : Soirée dégustation de Vins et Fromages avec The Wine Story Club,2025-12-04 07:30:00+00:00,2025-12-04T22:45:00+00:00,https://association.centralesupelec-alumni.com/event/centralesupelec-alumni-grande-bretagne-soiree-degustation-de-vins-et-fromages-avec-the-wine-story-club/2025/11/09/9378,"Espace de l’Eglise Protestante Française de Londres, 8, Soho Square, W1D 3QP, LONDON, GB",LONDON,False,"« Jamais homme noble ne hait le bon vin » RabelaisInscriptions et règlement sur Ticker Tailor uniquement: https://buytickets.at/centralesupelecalumnigb/1872519Le Groupe International CentraleSupélec Alumni Grande-Bretagne organise, le 4 décembre 2025, une soirée networking autour d'une d﻿égustation de Vins et Fromages avec The Wine Story Club.Retrouvons-nous avant les fêtes de fin d’année dans une ambiance festive, gourmande et culturelle dans l’Espace de l’Eglise Protestante Française de Londres, à Soho Square (﻿8-9 Soho Square, London ﻿W1D 3QD, Tube: Tottenham Court Road). Après un apéritif agrémenté de bulles, Thibault Lavergne, épicurien et fondateur de The Wine Story Club, nous fera déguster des vins sélectionnés pour accompagner vos repas de fin d’année mais pas que.En effet au cours d’une dégustation avec Thibault, on ne parle pas que de fruits rouges, de vanille et de tanin. Diplômé en droit public et en œnologie et passionné d’histoire et de littérature, Thibault vous invite à aller découvrir les petites histoires et la grande histoire qui se cachent derrière les étiquettes et les vins de la soirée. Attendez-vous alors à entendre parler de vins entremêlés d’anecdotes sur la littérature, l’histoire et voyager dans le monde du vin où la culture n’est pas que viticole.Les vins seront accompagnés d’un buffet de fromages, de charcuteries et de salades.Et ce sera aussi le dernier événement de l'année 2025﻿ organisé par le Groupe CSA Grande-Bretagne.﻿Pour celles et ceux qui ne boivent pas de vin mais veulent participer et rencontrer des camarades, un tarif sans alcool est proposé.Inscriptions et règlement sur Ticker Tailor uniquement:https://buytickets.at/centralesupelecalumnigb/1872519Groupe WhatsApp dédié:https://chat.whatsapp.com/BdrtuR65iNdHVhKMBYZzmN",https://association.centralesupelec-alumni.com/templates/common/images/background/event/bg-event-default.jpg
emlyon alumni,emlyon alumni « Connect the World » à Sydney | Apero Business @ Beresford Bar,2025-12-04 08:00:00+00:00,2025-12-04T11:00:00+00:00,https://www.emlyon-alumni.com/event/emlyon-alumni-connect-the-world-a-sydney-apero-business-beresford-bar/2025/11/09/679,"Beresford - 354 Bourke St, Surry Hills, 354 Bourke St, Surry Hills, 2010, Sydney, AU",Sydney,False,"Chers alumni et étudiants d'emlyon en Australie ! (English version below)Dans le prolongement d’emlyon alumni connect – Back to School et en écho à la Fête des Lumières de Lyon, j’ai le plaisir de vous convier à un moment convivial à Sydney.Rejoignez-nous le 4 décembre au Beresford Bar à partir de 18h pour une soirée de fun, de networking et de célébration.Cet événement est ouvert à tout le monde : alumni, conjoints et accompagnants.Date : 4 décembre, de 18h00 à 21h00Lieu : Beresford Bar, https://maps.app.goo.gl/zVf9LYrESjG3CwDi8(Chaque alumni règlera ses consommations sur place). Réservez la date et ne manquez pas cette soirée excitante !En attendant, vous pouvez rejoindre nos groupes WhatsApp et LinkedIn !WhatsAppLinkedInBien cordialement,Ludivine GofensonLudivine Gofenson | LinkedInl.gofenson@gmail.com +61-413-797-418***Dear emlyon Alumni and students in Australia!Following the annual emlyon alumni connect event ""Back to School"" and in parallel of Lyon's festival of light I am delighted to call you for a friendly evening in Sydney.Join me on December 4th at the Beresford Bar from 6:00 PM for an evening of fun and networking!This event is open to all: alumni, partners and companions!Date: 4th December, 6:00 PM-9:00 PMLocation: Beresford Bar, https://maps.app.goo.gl/zVf9LYrESjG3CwDi8(Each alumni will pay their drinks directly at the bar). Save the date and don't miss out on this exciting evening!Meanwhile, you can join our WhatsApp and LinkedIn groups!WhatsAppLinkedInBest regards,Ludivine GofensonLudivine Gofenson | LinkedInl.gofenson@gmail.com +61-413-797-418",https://www.emlyon-alumni.com/medias/image/157563125369000a009a554.jpeg
